trust,dept,beds,extra_beds,pred_patients,nurses_alloc,served,shortage,solver,status
South Tyneside and Sunderland NHS Foundation Trust,Critical Care Adult,22.0,1.0000391236230722e-31,15.333333333333334,8.0,16.0,0.0,OSQP,optimal
South Tyneside and Sunderland NHS Foundation Trust,G&A Adult,1074.0,1.0000391236230722e-31,1003.3333333333334,201.0,1005.0,0.0,OSQP,optimal
South Tyneside and Sunderland NHS Foundation Trust,G&A Paediatric,48.0,1.0000391236230722e-31,27.0,7.0,28.0,0.0,OSQP,optimal
South Warwickshire NHS Foundation Trust,Critical Care Adult,7.0,1.0000391236230722e-31,6.0,3.0,6.0,0.0,OSQP,optimal
South Warwickshire NHS Foundation Trust,G&A Adult,401.0,1.0000391236230722e-31,375.3333333333333,75.0,375.0,0.3333333333333144,OSQP,optimal
South Warwickshire NHS Foundation Trust,G&A Paediatric,17.0,1.0000391236230722e-31,13.0,3.0,12.0,1.0,OSQP,optimal
St George's University Hospitals NHS Foundation Trust,Critical Care Adult,53.0,1.0000391236230722e-31,51.333333333333336,26.0,52.0,0.0,OSQP,optimal
St George's University Hospitals NHS Foundation Trust,G&A Adult,787.0,1.0000391236230722e-31,747.6666666666666,150.0,750.0,0.0,OSQP,optimal
St George's University Hospitals NHS Foundation Trust,G&A Paediatric,51.0,1.0000391236230722e-31,42.333333333333336,11.0,44.0,0.0,OSQP,optimal
Stockport NHS Foundation Trust,Critical Care Adult,13.0,1.0000391236230722e-31,10.0,5.0,10.0,0.0,OSQP,optimal
Stockport NHS Foundation Trust,G&A Adult,609.0,1.0000391236230722e-31,587.3333333333334,117.0,585.0,2.3333333333333712,OSQP,optimal
Stockport NHS Foundation Trust,G&A Paediatric,23.0,1.0000391236230722e-31,14.333333333333334,4.0,16.0,0.0,OSQP,optimal
Surrey and Sussex Healthcare NHS Trust,Critical Care Adult,16.0,1.0000391236230722e-31,14.333333333333334,7.0,14.0,0.3333333333333339,OSQP,optimal
Surrey and Sussex Healthcare NHS Trust,G&A Adult,651.0,1.0000391236230722e-31,629.6666666666666,126.0,630.0,0.0,OSQP,optimal
Surrey and Sussex Healthcare NHS Trust,G&A Paediatric,29.0,1.0000391236230722e-31,25.0,6.0,24.0,1.0,OSQP,optimal
Tameside and Glossop Integrated Care NHS Foundation Trust,Critical Care Adult,8.0,0.0,8.0,4.0,8.0,0.0,OSQP,optimal
Tameside and Glossop Integrated Care NHS Foundation Trust,G&A Adult,377.0,28.333286440302807,405.3333333333333,81.0,405.0,0.3333333333333144,OSQP,optimal
Tameside and Glossop Integrated Care NHS Foundation Trust,G&A Paediatric,36.0,4.3145674165627875e-09,23.0,6.0,24.0,0.0,OSQP,optimal
The Christie NHS Foundation Trust,Critical Care Adult,8.0,1.0000391236230722e-31,5.0,2.0,4.0,1.0,OSQP,optimal
The Christie NHS Foundation Trust,G&A Adult,177.0,1.0000391236230722e-31,161.66666666666666,32.0,160.0,1.6666666666666572,OSQP,optimal
The Clatterbridge Cancer Centre NHS Foundation Trust,G&A Adult,101.0,1.0000391236230722e-31,92.33333333333331,18.0,90.0,2.3333333333333144,OSQP,optimal
The Dudley Group NHS Foundation Trust,Critical Care Adult,29.0,1.0000391236230722e-31,24.333333333333332,12.0,24.0,0.33333333333333215,OSQP,optimal
The Dudley Group NHS Foundation Trust,G&A Adult,633.0,1.0000391236230722e-31,631.3333333333334,126.0,630.0,1.3333333333333712,OSQP,optimal
The Dudley Group NHS Foundation Trust,G&A Paediatric,33.0,1.0000391236230722e-31,18.0,4.0,16.0,2.0,OSQP,optimal
The Hillingdon Hospitals NHS Foundation Trust,Critical Care Adult,12.0,1.0000391236230722e-31,9.666666666666666,5.0,10.0,0.0,OSQP,optimal
The Hillingdon Hospitals NHS Foundation Trust,G&A Adult,369.0,1.0000391236230722e-31,352.6666666666667,71.0,355.0,0.0,OSQP,optimal
The Hillingdon Hospitals NHS Foundation Trust,G&A Paediatric,24.0,1.0000391236230722e-31,16.666666666666668,4.0,16.0,0.6666666666666679,OSQP,optimal
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Critical Care Adult,85.0,1.0000391236230722e-31,63.333333333333336,32.0,64.0,0.0,OSQP,optimal
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,G&A Adult,1268.0,1.0000391236230722e-31,1163.3333333333333,233.0,1165.0,0.0,OSQP,optimal
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,G&A Paediatric,168.0,1.0000391236230722e-31,137.66666666666666,34.0,136.0,1.6666666666666572,OSQP,optimal
The Princess Alexandra Hospital NHS Trust,Critical Care Adult,10.0,1.0000391236230722e-31,8.0,4.0,8.0,0.0,OSQP,optimal
The Princess Alexandra Hospital NHS Trust,G&A Adult,435.0,8.333333333333291,443.3333333333333,89.0,443.3333333333333,0.0,OSQP,optimal
The Princess Alexandra Hospital NHS Trust,G&A Paediatric,18.0,1.0000391236230722e-31,11.666666666666666,3.0,12.0,0.0,OSQP,optimal
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Critical Care Adult,13.0,1.0000391236230722e-31,9.333333333333334,5.0,10.0,0.0,OSQP,optimal
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",G&A Adult,490.0,1.0000391236230722e-31,471.3333333333333,94.0,470.0,1.3333333333333144,OSQP,optimal
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",G&A Paediatric,20.0,1.0000391236230722e-31,14.0,4.0,16.0,0.0,OSQP,optimal
The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Critical Care Adult,4.0,1.0000391236230722e-31,2.6666666666666665,1.0,2.0,0.6666666666666665,OSQP,optimal
The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,G&A Adult,133.0,1.0000391236230722e-31,103.66666666666669,21.0,105.0,0.0,OSQP,optimal
The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,G&A Paediatric,9.0,1.0000391236230722e-31,2.6666666666666665,1.0,4.0,0.0,OSQP,optimal
The Rotherham NHS Foundation Trust,Critical Care Adult,14.0,1.0000391236230722e-31,10.0,5.0,10.0,0.0,OSQP,optimal
The Rotherham NHS Foundation Trust,G&A Adult,451.0,1.0000391236230722e-31,432.0,86.0,430.0,2.0,OSQP,optimal
The Rotherham NHS Foundation Trust,G&A Paediatric,22.0,1.0000391236230722e-31,13.0,3.0,12.0,1.0,OSQP,optimal
The Royal Marsden NHS Foundation Trust,Critical Care Adult,16.0,1.0000391236230722e-31,12.0,6.0,12.0,0.0,OSQP,optimal
The Royal Marsden NHS Foundation Trust,G&A Adult,195.0,1.0000391236230722e-31,161.66666666666666,32.0,160.0,1.6666666666666572,OSQP,optimal
The Royal Marsden NHS Foundation Trust,G&A Paediatric,18.0,1.0000391236230722e-31,12.0,3.0,12.0,0.0,OSQP,optimal
The Royal Orthopaedic Hospital NHS Foundation Trust,Critical Care Adult,6.0,1.0000391236230722e-31,3.6666666666666665,2.0,4.0,0.0,OSQP,optimal
The Royal Orthopaedic Hospital NHS Foundation Trust,G&A Adult,89.0,1.0000391236230722e-31,70.0,14.0,70.0,0.0,OSQP,optimal
The Royal Wolverhampton NHS Trust,Critical Care Adult,28.0,1.0000391236230722e-31,21.666666666666668,11.0,22.0,0.0,OSQP,optimal
The Royal Wolverhampton NHS Trust,G&A Adult,804.0,1.0000391236230722e-31,767.3333333333334,153.0,765.0,2.3333333333333712,OSQP,optimal
The Royal Wolverhampton NHS Trust,G&A Paediatric,26.0,1.0000391236230722e-31,23.0,6.0,24.0,0.0,OSQP,optimal
The Shrewsbury and Telford Hospital NHS Trust,Critical Care Adult,25.0,1.0000391236230722e-31,13.333333333333334,7.0,14.0,0.0,OSQP,optimal
The Shrewsbury and Telford Hospital NHS Trust,G&A Adult,788.0,1.0000391236230722e-31,760.0,152.0,760.0,0.0,OSQP,optimal
The Shrewsbury and Telford Hospital NHS Trust,G&A Paediatric,31.0,1.0000391236230722e-31,24.0,6.0,24.0,0.0,OSQP,optimal
The Walton Centre NHS Foundation Trust,Critical Care Adult,20.0,1.0000391236230722e-31,14.333333333333334,7.0,14.0,0.3333333333333339,OSQP,optimal
The Walton Centre NHS Foundation Trust,G&A Adult,152.0,1.0000391236230722e-31,134.66666666666666,27.0,135.0,0.0,OSQP,optimal
Torbay and South Devon NHS Foundation Trust,Critical Care Adult,10.0,1.0000391236230722e-31,5.666666666666667,3.0,6.0,0.0,OSQP,optimal
Torbay and South Devon NHS Foundation Trust,G&A Adult,377.0,1.0000391236230722e-31,373.6666666666667,75.0,375.0,0.0,OSQP,optimal
Torbay and South Devon NHS Foundation Trust,G&A Paediatric,20.0,1.0000391236230722e-31,11.666666666666666,3.0,12.0,0.0,OSQP,optimal
United Lincolnshire Hospitals NHS Trust,Critical Care Adult,25.0,1.0000391236230722e-31,17.333333333333332,9.0,18.0,0.0,OSQP,optimal
United Lincolnshire Hospitals NHS Trust,G&A Adult,1003.0,1.0000391236230722e-31,945.3333333333334,189.0,945.0,0.33333333333337123,OSQP,optimal
United Lincolnshire Hospitals NHS Trust,G&A Paediatric,40.0,1.0000391236230722e-31,25.666666666666668,6.0,24.0,1.6666666666666679,OSQP,optimal
University College London Hospitals NHS Foundation Trust,Critical Care Adult,69.0,1.0000391236230722e-31,54.666666666666664,27.0,54.0,0.6666666666666643,OSQP,optimal
University College London Hospitals NHS Foundation Trust,G&A Adult,698.0,1.0000391236230722e-31,618.3333333333334,124.0,620.0,0.0,OSQP,optimal
University College London Hospitals NHS Foundation Trust,G&A Paediatric,65.0,1.0000391236230722e-31,41.0,10.0,40.0,1.0,OSQP,optimal
University Hospital Southampton NHS Foundation Trust,Critical Care Adult,99.0,1.0000391236230722e-31,80.66666666666667,40.0,80.0,0.6666666666666714,OSQP,optimal
University Hospital Southampton NHS Foundation Trust,G&A Adult,1010.0,1.0000391236230722e-31,963.6666666666666,193.0,965.0,0.0,OSQP,optimal
University Hospital Southampton NHS Foundation Trust,G&A Paediatric,95.0,1.0000391236230722e-31,74.66666666666667,19.0,76.0,0.0,OSQP,optimal
University Hospitals Birmingham NHS Foundation Trust,Critical Care Adult,92.0,3.0,95.0,47.0,94.0,1.0,OSQP,optimal
University Hospitals Birmingham NHS Foundation Trust,G&A Adult,2396.0,1.0000391236230722e-31,2350.0,470.0,2350.0,0.0,OSQP,optimal
University Hospitals Birmingham NHS Foundation Trust,G&A Paediatric,78.0,1.0000391236230722e-31,67.0,17.0,68.0,0.0,OSQP,optimal
University Hospitals Bristol and Weston NHS Foundation Trust,Critical Care Adult,55.0,1.0000391236230722e-31,52.0,26.0,52.0,0.0,OSQP,optimal
University Hospitals Bristol and Weston NHS Foundation Trust,G&A Adult,891.0,1.0000391236230722e-31,834.3333333333334,167.0,835.0,0.0,OSQP,optimal
University Hospitals Bristol and Weston NHS Foundation Trust,G&A Paediatric,143.0,1.0000391236230722e-31,117.66666666666669,29.0,116.0,1.6666666666666856,OSQP,optimal
University Hospitals Coventry and Warwickshire NHS Trust,Critical Care Adult,44.0,1.0000391236230722e-31,36.666666666666664,18.0,36.0,0.6666666666666643,OSQP,optimal
University Hospitals Coventry and Warwickshire NHS Trust,G&A Adult,1029.0,1.0000391236230722e-31,1014.0,203.0,1015.0,0.0,OSQP,optimal
University Hospitals Coventry and Warwickshire NHS Trust,G&A Paediatric,59.0,1.0000391236230722e-31,43.0,11.0,44.0,0.0,OSQP,optimal
University Hospitals Dorset NHS Foundation Trust,Critical Care Adult,22.0,1.0000391236230722e-31,17.333333333333332,9.0,18.0,0.0,OSQP,optimal
University Hospitals Dorset NHS Foundation Trust,G&A Adult,1102.0,1.0000391236230722e-31,1029.0,206.0,1030.0,0.0,OSQP,optimal
University Hospitals Dorset NHS Foundation Trust,G&A Paediatric,26.0,1.0000391236230722e-31,16.0,4.0,16.0,0.0,OSQP,optimal
University Hospitals Plymouth NHS Trust,Critical Care Adult,46.0,1.0000391236230722e-31,29.333333333333332,15.0,30.0,0.0,OSQP,optimal
University Hospitals Plymouth NHS Trust,G&A Adult,1017.0,1.0000391236230722e-31,966.3333333333334,193.0,965.0,1.3333333333333712,OSQP,optimal
University Hospitals Plymouth NHS Trust,G&A Paediatric,63.0,1.0000391236230722e-31,22.0,6.0,24.0,0.0,OSQP,optimal
University Hospitals Sussex NHS Foundation Trust,Critical Care Adult,62.0,1.0000391236230722e-31,58.666666666666664,29.0,58.0,0.6666666666666643,OSQP,optimal
University Hospitals Sussex NHS Foundation Trust,G&A Adult,1752.0,1.0000391236230722e-31,1646.6666666666667,329.0,1645.0,1.6666666666667425,OSQP,optimal
University Hospitals Sussex NHS Foundation Trust,G&A Paediatric,87.0,1.0000391236230722e-31,72.33333333333333,18.0,72.0,0.3333333333333286,OSQP,optimal
University Hospitals of Derby and Burton NHS Foundation Trust,Critical Care Adult,52.0,1.0000391236230722e-31,44.666666666666664,22.0,44.0,0.6666666666666643,OSQP,optimal
University Hospitals of Derby and Burton NHS Foundation Trust,G&A Adult,1437.0,1.0000391236230722e-31,1352.0,270.0,1350.0,2.0,OSQP,optimal
University Hospitals of Derby and Burton NHS Foundation Trust,G&A Paediatric,40.0,1.0000391236230722e-31,24.666666666666668,6.0,24.0,0.6666666666666679,OSQP,optimal
University Hospitals of Leicester NHS Trust,Critical Care Adult,86.0,1.0000391236230722e-31,55.333333333333336,28.0,56.0,0.0,OSQP,optimal
University Hospitals of Leicester NHS Trust,G&A Adult,1679.0,1.0000391236230722e-31,1512.0,302.0,1510.0,2.0,OSQP,optimal
University Hospitals of Leicester NHS Trust,G&A Paediatric,119.0,1.0000391236230722e-31,85.66666666666667,21.0,84.0,1.6666666666666714,OSQP,optimal
University Hospitals of Morecambe Bay NHS Foundation Trust,Critical Care Adult,14.0,1.0000391236230722e-31,9.666666666666666,5.0,10.0,0.0,OSQP,optimal
University Hospitals of Morecambe Bay NHS Foundation Trust,G&A Adult,560.0,1.0000391236230722e-31,534.3333333333334,107.0,535.0,0.0,OSQP,optimal
University Hospitals of Morecambe Bay NHS Foundation Trust,G&A Paediatric,33.0,1.0000391236230722e-31,14.666666666666666,4.0,16.0,0.0,OSQP,optimal
University Hospitals of North Midlands NHS Trust,Critical Care Adult,66.0,1.0000391236230722e-31,56.666666666666664,28.0,56.0,0.6666666666666643,OSQP,optimal
University Hospitals of North Midlands NHS Trust,G&A Adult,1336.0,1.0000391236230722e-31,1236.0,247.0,1235.0,1.0,OSQP,optimal
University Hospitals of North Midlands NHS Trust,G&A Paediatric,66.0,1.0000391236230722e-31,46.333333333333336,12.0,48.0,0.0,OSQP,optimal
Walsall Healthcare NHS Trust,Critical Care Adult,13.0,1.0000391236230722e-31,10.333333333333334,5.0,10.0,0.3333333333333339,OSQP,optimal
Walsall Healthcare NHS Trust,G&A Adult,503.0,12.666666666666586,515.6666666666666,103.0,515.0,0.6666666666666288,OSQP,optimal
Walsall Healthcare NHS Trust,G&A Paediatric,45.0,1.0000391236230722e-31,29.666666666666668,7.0,28.0,1.6666666666666679,OSQP,optimal
Warrington and Halton Teaching Hospitals NHS Foundation Trust,Critical Care Adult,17.0,1.0000391236230722e-31,15.0,7.0,14.0,1.0,OSQP,optimal
Warrington and Halton Teaching Hospitals NHS Foundation Trust,G&A Adult,546.0,1.0000391236230722e-31,525.0,105.0,525.0,0.0,OSQP,optimal
Warrington and Halton Teaching Hospitals NHS Foundation Trust,G&A Paediatric,40.0,1.0000391236230722e-31,20.0,5.0,20.0,0.0,OSQP,optimal
West Hertfordshire Teaching Hospitals NHS Trust,Critical Care Adult,19.0,1.0000391236230722e-31,13.0,6.0,12.0,1.0,OSQP,optimal
West Hertfordshire Teaching Hospitals NHS Trust,G&A Adult,586.0,1.0000391236230722e-31,537.3333333333334,107.0,535.0,2.3333333333333712,OSQP,optimal
West Hertfordshire Teaching Hospitals NHS Trust,G&A Paediatric,38.0,1.0000391236230722e-31,20.333333333333332,5.0,20.0,0.33333333333333215,OSQP,optimal
West Suffolk NHS Foundation Trust,Critical Care Adult,16.0,1.0000391236230722e-31,14.0,7.0,14.0,0.0,OSQP,optimal
West Suffolk NHS Foundation Trust,G&A Adult,455.0,1.0000391236230722e-31,433.6666666666667,87.0,435.0,0.0,OSQP,optimal
West Suffolk NHS Foundation Trust,G&A Paediatric,15.0,1.0000391236230722e-31,11.666666666666666,3.0,12.0,0.0,OSQP,optimal
Whittington Health NHS Trust,Critical Care Adult,11.0,0.0,10.666666666666666,5.0,10.0,0.6666666666666661,OSQP,optimal
Whittington Health NHS Trust,G&A Adult,249.0,0.0,249.0,50.0,249.0,0.0,OSQP,optimal
Whittington Health NHS Trust,G&A Paediatric,17.0,1.8806528851072038e-06,14.666666666666666,4.0,16.0,0.0,OSQP,optimal
Wirral University Teaching Hospital NHS Foundation Trust,Critical Care Adult,18.0,1.0000391236230722e-31,11.666666666666666,6.0,12.0,0.0,OSQP,optimal
Wirral University Teaching Hospital NHS Foundation Trust,G&A Adult,752.0,1.0000391236230722e-31,687.6666666666666,138.0,690.0,0.0,OSQP,optimal
Wirral University Teaching Hospital NHS Foundation Trust,G&A Paediatric,19.0,1.0000391236230722e-31,12.0,3.0,12.0,0.0,OSQP,optimal
Worcestershire Acute Hospitals NHS Trust,Critical Care Adult,15.0,1.0000391236230722e-31,13.333333333333334,7.0,14.0,0.0,OSQP,optimal
Worcestershire Acute Hospitals NHS Trust,G&A Adult,671.0,67.10000000000001,788.0,148.0,738.1,49.89999999999998,OSQP,optimal
Worcestershire Acute Hospitals NHS Trust,G&A Paediatric,25.0,1.0000391236230722e-31,21.333333333333332,5.0,20.0,1.3333333333333321,OSQP,optimal
"Wrightington, Wigan and Leigh NHS Foundation Trust",Critical Care Adult,11.0,1.0000391236230722e-31,7.0,3.0,6.0,1.0,OSQP,optimal
"Wrightington, Wigan and Leigh NHS Foundation Trust",G&A Adult,440.0,1.0000391236230722e-31,424.6666666666667,85.0,425.0,0.0,OSQP,optimal
Wye Valley NHS Trust,Critical Care Adult,8.0,1.0000391236230722e-31,5.333333333333333,3.0,6.0,0.0,OSQP,optimal
Wye Valley NHS Trust,G&A Adult,336.0,1.0000391236230722e-31,317.0,63.0,315.0,2.0,OSQP,optimal
Wye Valley NHS Trust,G&A Paediatric,15.0,1.0000391236230722e-31,13.333333333333334,3.0,12.0,1.333333333333334,OSQP,optimal
York and Scarborough Teaching Hospitals NHS Foundation Trust,Critical Care Adult,31.0,1.0000391236230722e-31,13.333333333333334,7.0,14.0,0.0,OSQP,optimal
York and Scarborough Teaching Hospitals NHS Foundation Trust,G&A Adult,840.0,1.0000391236230722e-31,810.0,162.0,810.0,0.0,OSQP,optimal
York and Scarborough Teaching Hospitals NHS Foundation Trust,G&A Paediatric,40.0,1.0000391236230722e-31,18.666666666666668,5.0,20.0,0.0,OSQP,optimal
